QR_ID,Vendor_Code,Vendor_Name,Lot_Number,Date_of_Manufacture,Warranty_Expiry,Num_Inspections,Inspection_Records,In_Service_Failure,Failure_Date,Track_Section
QR0798,V002,Jindal Rail Infra,LOT5578,2024-12-22,2029-12-22,3,"[{'date': datetime.date(2025, 3, 28), 'result': 'Pass', 'wear': np.float64(6.96)}, {'date': datetime.date(2025, 5, 25), 'result': 'Fail', 'wear': np.float64(23.95)}, {'date': datetime.date(2025, 7, 18), 'result': 'Pass', 'wear': np.float64(8.68)}]",No,,Hilly Terrain
QR0799,V003,SAIL,LOT8417,2023-10-19,2026-10-19,3,"[{'date': datetime.date(2025, 4, 2), 'result': 'Pass', 'wear': np.float64(17.53)}, {'date': datetime.date(2024, 5, 22), 'result': 'Pass', 'wear': np.float64(23.2)}, {'date': datetime.date(2024, 11, 2), 'result': 'Pass', 'wear': np.float64(14.66)}]",No,,Hilly Terrain
QR0800,V001,Tata Steel,LOT3190,2023-09-29,2024-09-29,5,"[{'date': datetime.date(2025, 2, 10), 'result': 'Pass', 'wear': np.float64(19.55)}, {'date': datetime.date(2024, 12, 14), 'result': 'Pass', 'wear': np.float64(9.84)}, {'date': datetime.date(2024, 3, 8), 'result': 'Pass', 'wear': np.float64(13.04)}, {'date': datetime.date(2023, 12, 7), 'result': 'Pass', 'wear': np.float64(12.94)}, {'date': datetime.date(2024, 9, 8), 'result': 'Pass', 'wear': np.float64(7.53)}]",No,,Urban Metro
QR0801,V005,Reliance Infra,LOT2329,2025-08-26,2026-08-26,2,"[{'date': datetime.date(2025, 8, 31), 'result': 'Pass', 'wear': np.float64(13.23)}, {'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Heavy Load Zone
QR0802,V003,SAIL,LOT7166,2024-12-14,2027-12-14,5,"[{'date': datetime.date(2025, 8, 1), 'result': 'Pass', 'wear': np.float64(10.09)}, {'date': datetime.date(2025, 2, 6), 'result': 'Pass', 'wear': np.float64(12.15)}, {'date': datetime.date(2025, 6, 10), 'result': 'Pass', 'wear': np.float64(12.44)}, {'date': datetime.date(2025, 8, 26), 'result': 'Pass', 'wear': np.float64(12.59)}, {'date': datetime.date(2025, 6, 16), 'result': 'Pass', 'wear': np.float64(14.38)}]",No,,Urban Metro
QR0803,V001,Tata Steel,LOT4629,2023-10-03,2024-10-03,4,"[{'date': datetime.date(2024, 1, 9), 'result': 'Pass', 'wear': np.float64(19.79)}, {'date': datetime.date(2025, 5, 27), 'result': 'Pass', 'wear': np.float64(23.75)}, {'date': datetime.date(2025, 5, 19), 'result': 'Pass', 'wear': np.float64(8.5)}, {'date': datetime.date(2024, 5, 9), 'result': 'Pass', 'wear': np.float64(2.97)}]",No,,Coastal Area
QR0804,V002,Jindal Rail Infra,LOT9090,2024-12-27,2027-12-27,2,"[{'date': datetime.date(2025, 8, 7), 'result': 'Pass', 'wear': np.float64(4.58)}, {'date': datetime.date(2025, 6, 12), 'result': 'Fail', 'wear': np.float64(10.13)}]",No,,Coastal Area
QR0805,V001,Tata Steel,LOT4212,2024-01-09,2029-01-09,2,"[{'date': datetime.date(2025, 1, 16), 'result': 'Pass', 'wear': np.float64(11.48)}, {'date': datetime.date(2025, 5, 29), 'result': 'Pass', 'wear': np.float64(7.3)}]",No,,Plain
QR0806,V002,Jindal Rail Infra,LOT3875,2024-05-20,2025-05-20,3,"[{'date': datetime.date(2025, 7, 16), 'result': 'Pass', 'wear': np.float64(2.04)}, {'date': datetime.date(2024, 11, 13), 'result': 'Pass', 'wear': np.float64(10.44)}, {'date': datetime.date(2025, 2, 23), 'result': 'Fail', 'wear': np.float64(16.81)}]",No,,Plain
QR0807,V003,SAIL,LOT4143,2025-06-10,2026-06-10,4,"[{'date': datetime.date(2025, 7, 20), 'result': 'Pass', 'wear': np.float64(20.95)}, {'date': datetime.date(2025, 8, 2), 'result': 'Pass', 'wear': np.float64(9.43)}, {'date': datetime.date(2025, 8, 22), 'result': 'Pass', 'wear': np.float64(10.87)}, {'date': datetime.date(2025, 9, 2), 'result': 'Pass', 'wear': np.float64(5.73)}]",No,,Heavy Load Zone
QR0808,V003,SAIL,LOT8086,2025-06-20,2030-06-20,4,"[{'date': datetime.date(2025, 7, 20), 'result': 'Pass', 'wear': np.float64(14.69)}, {'date': datetime.date(2025, 7, 21), 'result': 'Pass', 'wear': np.float64(6.52)}, {'date': datetime.date(2025, 8, 8), 'result': 'Pass', 'wear': np.float64(20.73)}, {'date': datetime.date(2025, 8, 5), 'result': 'Pass', 'wear': np.float64(0.0)}]",Yes,2025-08-02,Coastal Area
QR0809,V001,Tata Steel,LOT5553,2023-10-27,2028-10-27,5,"[{'date': datetime.date(2025, 2, 23), 'result': 'Pass', 'wear': np.float64(11.4)}, {'date': datetime.date(2024, 1, 2), 'result': 'Pass', 'wear': np.float64(18.01)}, {'date': datetime.date(2024, 12, 26), 'result': 'Pass', 'wear': np.float64(16.84)}, {'date': datetime.date(2024, 6, 12), 'result': 'Pass', 'wear': np.float64(41.93)}, {'date': datetime.date(2025, 4, 27), 'result': 'Pass', 'wear': np.float64(18.5)}]",No,,Coastal Area
QR0810,V004,Bharat Forge,LOT2219,2025-06-12,2027-06-12,3,"[{'date': datetime.date(2025, 8, 14), 'result': 'Pass', 'wear': np.float64(4.96)}, {'date': datetime.date(2025, 7, 3), 'result': 'Pass', 'wear': np.float64(14.05)}, {'date': datetime.date(2025, 6, 15), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Urban Metro
QR0811,V004,Bharat Forge,LOT1393,2025-06-26,2028-06-26,4,"[{'date': datetime.date(2025, 7, 10), 'result': 'Pass', 'wear': np.float64(14.19)}, {'date': datetime.date(2025, 8, 13), 'result': 'Pass', 'wear': np.float64(6.67)}, {'date': datetime.date(2025, 7, 29), 'result': 'Fail', 'wear': np.float64(24.15)}, {'date': datetime.date(2025, 7, 4), 'result': 'Pass', 'wear': np.float64(9.5)}]",No,,Plain
QR0812,V002,Jindal Rail Infra,LOT2194,2024-04-17,2029-04-17,2,"[{'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(13.83)}, {'date': datetime.date(2025, 3, 20), 'result': 'Pass', 'wear': np.float64(8.64)}]",No,,Heavy Load Zone
QR0813,V001,Tata Steel,LOT7183,2024-09-01,2027-09-01,2,"[{'date': datetime.date(2025, 6, 14), 'result': 'Pass', 'wear': np.float64(32.39)}, {'date': datetime.date(2025, 1, 16), 'result': 'Pass', 'wear': np.float64(11.79)}]",No,,Heavy Load Zone
QR0814,V003,SAIL,LOT8075,2025-04-29,2026-04-29,2,"[{'date': datetime.date(2025, 6, 21), 'result': 'Pass', 'wear': np.float64(33.33)}, {'date': datetime.date(2025, 7, 6), 'result': 'Pass', 'wear': np.float64(23.14)}]",No,,Urban Metro
QR0815,V004,Bharat Forge,LOT2570,2024-10-04,2029-10-04,3,"[{'date': datetime.date(2025, 1, 17), 'result': 'Pass', 'wear': np.float64(19.82)}, {'date': datetime.date(2025, 3, 14), 'result': 'Pass', 'wear': np.float64(18.69)}, {'date': datetime.date(2024, 10, 27), 'result': 'Pass', 'wear': np.float64(18.94)}]",No,,Urban Metro
QR0816,V004,Bharat Forge,LOT2659,2024-05-01,2027-05-01,2,"[{'date': datetime.date(2024, 12, 10), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 9, 25), 'result': 'Pass', 'wear': np.float64(12.21)}]",No,,Heavy Load Zone
QR0817,V001,Tata Steel,LOT2106,2025-02-22,2027-02-22,3,"[{'date': datetime.date(2025, 6, 23), 'result': 'Pass', 'wear': np.float64(23.45)}, {'date': datetime.date(2025, 7, 10), 'result': 'Pass', 'wear': np.float64(14.51)}, {'date': datetime.date(2025, 7, 3), 'result': 'Pass', 'wear': np.float64(0.95)}]",No,,Urban Metro
QR0818,V002,Jindal Rail Infra,LOT4983,2024-10-08,2026-10-08,2,"[{'date': datetime.date(2025, 1, 1), 'result': 'Pass', 'wear': np.float64(14.48)}, {'date': datetime.date(2024, 12, 21), 'result': 'Pass', 'wear': np.float64(32.04)}]",No,,Hilly Terrain
QR0819,V003,SAIL,LOT9866,2025-03-26,2027-03-26,3,"[{'date': datetime.date(2025, 7, 16), 'result': 'Pass', 'wear': np.float64(27.47)}, {'date': datetime.date(2025, 7, 28), 'result': 'Pass', 'wear': np.float64(14.38)}, {'date': datetime.date(2025, 5, 17), 'result': 'Pass', 'wear': np.float64(24.51)}]",No,,Plain
QR0820,V005,Reliance Infra,LOT3369,2025-08-16,2026-08-16,3,"[{'date': datetime.date(2025, 8, 19), 'result': 'Pass', 'wear': np.float64(11.33)}, {'date': datetime.date(2025, 8, 27), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 8, 24), 'result': 'Pass', 'wear': np.float64(5.76)}]",No,,Coastal Area
QR0821,V002,Jindal Rail Infra,LOT4297,2023-09-09,2024-09-09,4,"[{'date': datetime.date(2025, 3, 29), 'result': 'Pass', 'wear': np.float64(30.63)}, {'date': datetime.date(2025, 3, 17), 'result': 'Pass', 'wear': np.float64(12.26)}, {'date': datetime.date(2024, 11, 29), 'result': 'Pass', 'wear': np.float64(12.57)}, {'date': datetime.date(2024, 11, 1), 'result': 'Pass', 'wear': np.float64(12.0)}]",No,,Plain
QR0822,V005,Reliance Infra,LOT6499,2024-02-09,2027-02-09,5,"[{'date': datetime.date(2024, 4, 23), 'result': 'Pass', 'wear': np.float64(34.04)}, {'date': datetime.date(2025, 8, 2), 'result': 'Pass', 'wear': np.float64(31.26)}, {'date': datetime.date(2024, 5, 23), 'result': 'Pass', 'wear': np.float64(37.19)}, {'date': datetime.date(2025, 8, 12), 'result': 'Fail', 'wear': np.float64(13.41)}, {'date': datetime.date(2025, 2, 23), 'result': 'Pass', 'wear': np.float64(17.96)}]",No,,Coastal Area
QR0823,V002,Jindal Rail Infra,LOT8643,2024-06-11,2026-06-11,3,"[{'date': datetime.date(2024, 11, 1), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 8, 26), 'result': 'Pass', 'wear': np.float64(29.77)}, {'date': datetime.date(2024, 7, 26), 'result': 'Pass', 'wear': np.float64(3.32)}]",No,,Urban Metro
QR0824,V002,Jindal Rail Infra,LOT7558,2024-06-29,2026-06-29,2,"[{'date': datetime.date(2024, 8, 8), 'result': 'Pass', 'wear': np.float64(17.17)}, {'date': datetime.date(2024, 11, 2), 'result': 'Pass', 'wear': np.float64(4.03)}]",Yes,2024-09-09,Heavy Load Zone
QR0825,V002,Jindal Rail Infra,LOT5760,2024-11-19,2029-11-19,3,"[{'date': datetime.date(2025, 1, 27), 'result': 'Pass', 'wear': np.float64(9.11)}, {'date': datetime.date(2025, 5, 27), 'result': 'Fail', 'wear': np.float64(6.63)}, {'date': datetime.date(2025, 3, 14), 'result': 'Pass', 'wear': np.float64(8.92)}]",No,,Coastal Area
QR0826,V002,Jindal Rail Infra,LOT5654,2024-03-30,2026-03-30,3,"[{'date': datetime.date(2025, 1, 11), 'result': 'Pass', 'wear': np.float64(9.61)}, {'date': datetime.date(2024, 6, 19), 'result': 'Pass', 'wear': np.float64(9.52)}, {'date': datetime.date(2025, 4, 14), 'result': 'Pass', 'wear': np.float64(23.33)}]",No,,Coastal Area
QR0827,V002,Jindal Rail Infra,LOT1352,2025-04-07,2027-04-07,4,"[{'date': datetime.date(2025, 8, 5), 'result': 'Fail', 'wear': np.float64(3.95)}, {'date': datetime.date(2025, 6, 2), 'result': 'Pass', 'wear': np.float64(17.21)}, {'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(27.18)}, {'date': datetime.date(2025, 5, 22), 'result': 'Pass', 'wear': np.float64(9.87)}]",No,,Heavy Load Zone
QR0828,V003,SAIL,LOT4444,2025-03-09,2028-03-09,5,"[{'date': datetime.date(2025, 8, 1), 'result': 'Pass', 'wear': np.float64(7.82)}, {'date': datetime.date(2025, 4, 14), 'result': 'Pass', 'wear': np.float64(12.69)}, {'date': datetime.date(2025, 7, 22), 'result': 'Pass', 'wear': np.float64(26.8)}, {'date': datetime.date(2025, 4, 17), 'result': 'Fail', 'wear': np.float64(16.94)}, {'date': datetime.date(2025, 7, 27), 'result': 'Fail', 'wear': np.float64(9.69)}]",No,,Urban Metro
QR0829,V001,Tata Steel,LOT2941,2025-09-01,2027-09-01,3,"[{'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(19.84)}, {'date': datetime.date(2025, 9, 5), 'result': 'Pass', 'wear': np.float64(3.98)}, {'date': datetime.date(2025, 9, 3), 'result': 'Pass', 'wear': np.float64(21.81)}]",No,,Plain
QR0830,V004,Bharat Forge,LOT5006,2023-10-21,2024-10-21,3,"[{'date': datetime.date(2024, 11, 11), 'result': 'Pass', 'wear': np.float64(19.09)}, {'date': datetime.date(2025, 2, 20), 'result': 'Pass', 'wear': np.float64(11.92)}, {'date': datetime.date(2023, 12, 14), 'result': 'Pass', 'wear': np.float64(6.61)}]",No,,Hilly Terrain
QR0831,V002,Jindal Rail Infra,LOT9327,2024-03-10,2029-03-10,3,"[{'date': datetime.date(2025, 2, 28), 'result': 'Pass', 'wear': np.float64(6.13)}, {'date': datetime.date(2024, 4, 1), 'result': 'Pass', 'wear': np.float64(20.35)}, {'date': datetime.date(2024, 6, 20), 'result': 'Pass', 'wear': np.float64(27.29)}]",No,,Coastal Area
QR0832,V005,Reliance Infra,LOT7358,2024-05-01,2027-05-01,5,"[{'date': datetime.date(2024, 8, 2), 'result': 'Pass', 'wear': np.float64(8.63)}, {'date': datetime.date(2025, 3, 22), 'result': 'Pass', 'wear': np.float64(19.58)}, {'date': datetime.date(2024, 10, 24), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 5, 25), 'result': 'Pass', 'wear': np.float64(9.15)}, {'date': datetime.date(2025, 5, 3), 'result': 'Pass', 'wear': np.float64(14.69)}]",No,,Urban Metro
QR0833,V003,SAIL,LOT7569,2025-06-11,2026-06-11,3,"[{'date': datetime.date(2025, 6, 17), 'result': 'Pass', 'wear': np.float64(5.9)}, {'date': datetime.date(2025, 9, 1), 'result': 'Pass', 'wear': np.float64(5.63)}, {'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(8.32)}]",No,,Hilly Terrain
QR0834,V004,Bharat Forge,LOT7178,2023-10-21,2025-10-21,4,"[{'date': datetime.date(2023, 11, 19), 'result': 'Pass', 'wear': np.float64(17.92)}, {'date': datetime.date(2025, 7, 6), 'result': 'Pass', 'wear': np.float64(13.13)}, {'date': datetime.date(2024, 3, 2), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 6, 30), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Coastal Area
QR0835,V005,Reliance Infra,LOT1674,2025-06-02,2030-06-02,4,"[{'date': datetime.date(2025, 8, 17), 'result': 'Pass', 'wear': np.float64(8.93)}, {'date': datetime.date(2025, 8, 21), 'result': 'Pass', 'wear': np.float64(19.58)}, {'date': datetime.date(2025, 8, 20), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 7, 30), 'result': 'Pass', 'wear': np.float64(10.0)}]",No,,Urban Metro
QR0836,V001,Tata Steel,LOT3942,2025-04-18,2030-04-18,3,"[{'date': datetime.date(2025, 6, 8), 'result': 'Pass', 'wear': np.float64(9.74)}, {'date': datetime.date(2025, 8, 26), 'result': 'Pass', 'wear': np.float64(28.88)}, {'date': datetime.date(2025, 6, 7), 'result': 'Fail', 'wear': np.float64(11.15)}]",No,,Plain
QR0837,V005,Reliance Infra,LOT9956,2024-10-07,2025-10-07,4,"[{'date': datetime.date(2024, 11, 20), 'result': 'Fail', 'wear': np.float64(18.83)}, {'date': datetime.date(2025, 4, 8), 'result': 'Pass', 'wear': np.float64(16.41)}, {'date': datetime.date(2025, 8, 25), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 4, 9), 'result': 'Pass', 'wear': np.float64(22.68)}]",No,,Coastal Area
QR0838,V003,SAIL,LOT5096,2025-04-21,2028-04-21,4,"[{'date': datetime.date(2025, 8, 20), 'result': 'Pass', 'wear': np.float64(17.15)}, {'date': datetime.date(2025, 6, 9), 'result': 'Pass', 'wear': np.float64(20.08)}, {'date': datetime.date(2025, 6, 11), 'result': 'Pass', 'wear': np.float64(54.26)}, {'date': datetime.date(2025, 4, 24), 'result': 'Pass', 'wear': np.float64(0.0)}]",No,,Plain
QR0839,V003,SAIL,LOT1139,2025-06-04,2028-06-04,4,"[{'date': datetime.date(2025, 7, 8), 'result': 'Pass', 'wear': np.float64(32.25)}, {'date': datetime.date(2025, 6, 19), 'result': 'Pass', 'wear': np.float64(12.13)}, {'date': datetime.date(2025, 7, 18), 'result': 'Pass', 'wear': np.float64(17.87)}, {'date': datetime.date(2025, 7, 21), 'result': 'Pass', 'wear': np.float64(14.54)}]",No,,Heavy Load Zone
QR0840,V004,Bharat Forge,LOT9399,2024-02-15,2026-02-15,5,"[{'date': datetime.date(2025, 6, 14), 'result': 'Pass', 'wear': np.float64(10.76)}, {'date': datetime.date(2024, 4, 11), 'result': 'Pass', 'wear': np.float64(9.3)}, {'date': datetime.date(2024, 3, 30), 'result': 'Pass', 'wear': np.float64(18.3)}, {'date': datetime.date(2025, 1, 9), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 3, 8), 'result': 'Pass', 'wear': np.float64(22.51)}]",No,,Urban Metro
QR0841,V004,Bharat Forge,LOT6581,2025-06-24,2026-06-24,4,"[{'date': datetime.date(2025, 7, 31), 'result': 'Pass', 'wear': np.float64(10.84)}, {'date': datetime.date(2025, 6, 28), 'result': 'Pass', 'wear': np.float64(3.7)}, {'date': datetime.date(2025, 8, 5), 'result': 'Fail', 'wear': np.float64(10.5)}, {'date': datetime.date(2025, 8, 22), 'result': 'Pass', 'wear': np.float64(27.57)}]",No,,Plain
QR0842,V001,Tata Steel,LOT7139,2024-10-01,2026-10-01,3,"[{'date': datetime.date(2025, 5, 13), 'result': 'Pass', 'wear': np.float64(9.65)}, {'date': datetime.date(2025, 3, 21), 'result': 'Pass', 'wear': np.float64(18.58)}, {'date': datetime.date(2024, 10, 7), 'result': 'Pass', 'wear': np.float64(7.69)}]",No,,Hilly Terrain
QR0843,V003,SAIL,LOT4694,2024-06-29,2029-06-29,5,"[{'date': datetime.date(2024, 7, 5), 'result': 'Pass', 'wear': np.float64(22.58)}, {'date': datetime.date(2025, 1, 20), 'result': 'Pass', 'wear': np.float64(21.86)}, {'date': datetime.date(2024, 12, 30), 'result': 'Pass', 'wear': np.float64(33.49)}, {'date': datetime.date(2025, 6, 21), 'result': 'Pass', 'wear': np.float64(13.24)}, {'date': datetime.date(2025, 7, 25), 'result': 'Pass', 'wear': np.float64(21.69)}]",Yes,2024-09-26,Heavy Load Zone
QR0844,V002,Jindal Rail Infra,LOT3518,2025-07-25,2028-07-25,5,"[{'date': datetime.date(2025, 8, 19), 'result': 'Fail', 'wear': np.float64(15.98)}, {'date': datetime.date(2025, 8, 20), 'result': 'Pass', 'wear': np.float64(27.96)}, {'date': datetime.date(2025, 8, 30), 'result': 'Pass', 'wear': np.float64(7.81)}, {'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(22.45)}, {'date': datetime.date(2025, 8, 18), 'result': 'Pass', 'wear': np.float64(13.05)}]",No,,Plain
QR0845,V004,Bharat Forge,LOT5991,2024-03-28,2025-03-28,3,"[{'date': datetime.date(2024, 11, 26), 'result': 'Pass', 'wear': np.float64(14.36)}, {'date': datetime.date(2024, 8, 15), 'result': 'Pass', 'wear': np.float64(15.92)}, {'date': datetime.date(2025, 1, 24), 'result': 'Pass', 'wear': np.float64(17.52)}]",No,,Urban Metro
QR0846,V001,Tata Steel,LOT4058,2025-05-21,2027-05-21,2,"[{'date': datetime.date(2025, 5, 31), 'result': 'Fail', 'wear': np.float64(13.84)}, {'date': datetime.date(2025, 8, 7), 'result': 'Pass', 'wear': np.float64(17.15)}]",No,,Hilly Terrain
QR0847,V005,Reliance Infra,LOT2146,2025-06-14,2030-06-14,2,"[{'date': datetime.date(2025, 6, 23), 'result': 'Pass', 'wear': np.float64(30.78)}, {'date': datetime.date(2025, 7, 22), 'result': 'Pass', 'wear': np.float64(24.85)}]",No,,Urban Metro
QR0848,V004,Bharat Forge,LOT3572,2024-04-09,2025-04-09,3,"[{'date': datetime.date(2024, 5, 9), 'result': 'Pass', 'wear': np.float64(23.69)}, {'date': datetime.date(2024, 6, 8), 'result': 'Pass', 'wear': np.float64(10.44)}, {'date': datetime.date(2025, 3, 1), 'result': 'Pass', 'wear': np.float64(6.11)}]",No,,Coastal Area
QR0849,V002,Jindal Rail Infra,LOT4369,2025-01-04,2028-01-04,5,"[{'date': datetime.date(2025, 6, 4), 'result': 'Pass', 'wear': np.float64(24.55)}, {'date': datetime.date(2025, 7, 5), 'result': 'Pass', 'wear': np.float64(23.76)}, {'date': datetime.date(2025, 8, 10), 'result': 'Pass', 'wear': np.float64(29.73)}, {'date': datetime.date(2025, 2, 24), 'result': 'Pass', 'wear': np.float64(8.96)}, {'date': datetime.date(2025, 8, 14), 'result': 'Pass', 'wear': np.float64(12.7)}]",No,,Urban Metro
QR0850,V003,SAIL,LOT4304,2025-07-31,2026-07-31,3,"[{'date': datetime.date(2025, 8, 28), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 8, 19), 'result': 'Pass', 'wear': np.float64(11.08)}, {'date': datetime.date(2025, 8, 29), 'result': 'Pass', 'wear': np.float64(24.97)}]",No,,Hilly Terrain
QR0851,V005,Reliance Infra,LOT9043,2024-05-31,2029-05-31,5,"[{'date': datetime.date(2025, 2, 6), 'result': 'Pass', 'wear': np.float64(10.34)}, {'date': datetime.date(2025, 6, 3), 'result': 'Pass', 'wear': np.float64(21.4)}, {'date': datetime.date(2025, 4, 6), 'result': 'Pass', 'wear': np.float64(13.09)}, {'date': datetime.date(2025, 4, 23), 'result': 'Pass', 'wear': np.float64(18.24)}, {'date': datetime.date(2025, 1, 9), 'result': 'Pass', 'wear': np.float64(3.52)}]",No,,Hilly Terrain
QR0852,V004,Bharat Forge,LOT3869,2023-11-30,2028-11-30,3,"[{'date': datetime.date(2025, 1, 21), 'result': 'Pass', 'wear': np.float64(15.85)}, {'date': datetime.date(2025, 2, 20), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 11, 12), 'result': 'Pass', 'wear': np.float64(13.13)}]",No,,Coastal Area
QR0853,V005,Reliance Infra,LOT2565,2025-05-07,2030-05-07,2,"[{'date': datetime.date(2025, 7, 31), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 8, 7), 'result': 'Pass', 'wear': np.float64(27.06)}]",No,,Plain
QR0854,V003,SAIL,LOT2093,2025-02-17,2027-02-17,5,"[{'date': datetime.date(2025, 8, 7), 'result': 'Pass', 'wear': np.float64(22.77)}, {'date': datetime.date(2025, 6, 30), 'result': 'Pass', 'wear': np.float64(19.67)}, {'date': datetime.date(2025, 4, 14), 'result': 'Pass', 'wear': np.float64(30.21)}, {'date': datetime.date(2025, 4, 11), 'result': 'Pass', 'wear': np.float64(5.51)}, {'date': datetime.date(2025, 5, 26), 'result': 'Pass', 'wear': np.float64(32.47)}]",No,,Hilly Terrain
QR0855,V004,Bharat Forge,LOT8388,2024-01-30,2026-01-30,4,"[{'date': datetime.date(2024, 9, 23), 'result': 'Pass', 'wear': np.float64(24.32)}, {'date': datetime.date(2024, 10, 28), 'result': 'Pass', 'wear': np.float64(12.63)}, {'date': datetime.date(2024, 7, 19), 'result': 'Pass', 'wear': np.float64(26.36)}, {'date': datetime.date(2025, 2, 27), 'result': 'Pass', 'wear': np.float64(3.94)}]",No,,Urban Metro
QR0856,V004,Bharat Forge,LOT6630,2024-07-09,2029-07-09,3,"[{'date': datetime.date(2025, 5, 13), 'result': 'Pass', 'wear': np.float64(6.75)}, {'date': datetime.date(2024, 8, 4), 'result': 'Pass', 'wear': np.float64(8.91)}, {'date': datetime.date(2025, 4, 9), 'result': 'Pass', 'wear': np.float64(9.71)}]",No,,Hilly Terrain
QR0857,V004,Bharat Forge,LOT8942,2025-07-02,2030-07-02,2,"[{'date': datetime.date(2025, 7, 17), 'result': 'Pass', 'wear': np.float64(4.43)}, {'date': datetime.date(2025, 9, 4), 'result': 'Pass', 'wear': np.float64(27.23)}]",No,,Urban Metro
QR0858,V002,Jindal Rail Infra,LOT8713,2023-10-09,2026-10-09,3,"[{'date': datetime.date(2025, 2, 6), 'result': 'Pass', 'wear': np.float64(12.41)}, {'date': datetime.date(2024, 1, 27), 'result': 'Pass', 'wear': np.float64(18.53)}, {'date': datetime.date(2024, 4, 11), 'result': 'Pass', 'wear': np.float64(9.3)}]",No,,Plain
QR0859,V004,Bharat Forge,LOT3759,2025-02-15,2026-02-15,2,"[{'date': datetime.date(2025, 3, 25), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 7, 9), 'result': 'Pass', 'wear': np.float64(17.7)}]",No,,Coastal Area
QR0860,V001,Tata Steel,LOT9721,2024-11-29,2026-11-29,5,"[{'date': datetime.date(2025, 7, 7), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2025, 3, 4), 'result': 'Pass', 'wear': np.float64(14.31)}, {'date': datetime.date(2025, 3, 1), 'result': 'Pass', 'wear': np.float64(1.32)}, {'date': datetime.date(2025, 4, 15), 'result': 'Pass', 'wear': np.float64(34.87)}, {'date': datetime.date(2025, 2, 1), 'result': 'Pass', 'wear': np.float64(24.11)}]",No,,Urban Metro
QR0861,V003,SAIL,LOT8274,2023-12-18,2024-12-18,2,"[{'date': datetime.date(2024, 3, 29), 'result': 'Pass', 'wear': np.float64(16.06)}, {'date': datetime.date(2024, 8, 17), 'result': 'Pass', 'wear': np.float64(27.64)}]",No,,Coastal Area
QR0862,V003,SAIL,LOT4908,2023-12-05,2025-12-05,2,"[{'date': datetime.date(2023, 12, 13), 'result': 'Pass', 'wear': np.float64(6.54)}, {'date': datetime.date(2024, 6, 28), 'result': 'Pass', 'wear': np.float64(20.43)}]",Yes,2024-10-31,Coastal Area
QR0863,V001,Tata Steel,LOT4613,2025-08-03,2026-08-03,3,"[{'date': datetime.date(2025, 8, 22), 'result': 'Pass', 'wear': np.float64(17.0)}, {'date': datetime.date(2025, 8, 3), 'result': 'Pass', 'wear': np.float64(17.64)}, {'date': datetime.date(2025, 8, 15), 'result': 'Pass', 'wear': np.float64(27.72)}]",No,,Hilly Terrain
QR0864,V005,Reliance Infra,LOT4105,2024-01-23,2026-01-23,5,"[{'date': datetime.date(2025, 1, 1), 'result': 'Fail', 'wear': np.float64(22.32)}, {'date': datetime.date(2024, 7, 28), 'result': 'Pass', 'wear': np.float64(17.89)}, {'date': datetime.date(2024, 2, 19), 'result': 'Pass', 'wear': np.float64(0.0)}, {'date': datetime.date(2024, 3, 14), 'result': 'Pass', 'wear': np.float64(5.4)}, {'date': datetime.date(2024, 2, 6), 'result': 'Pass', 'wear': np.float64(13.77)}]",No,,Hilly Terrain
QR0865,V001,Tata Steel,LOT7376,2023-11-08,2025-11-08,5,"[{'date': datetime.date(2025, 7, 9), 'result': 'Pass', 'wear': np.float64(15.93)}, {'date': datetime.date(2024, 3, 26), 'result': 'Pass', 'wear': np.float64(3.7)}, {'date': datetime.date(2024, 5, 19), 'result': 'Pass', 'wear': np.float64(39.12)}, {'date': datetime.date(2024, 1, 29), 'result': 'Pass', 'wear': np.float64(30.16)}, {'date': datetime.date(2024, 7, 18), 'result': 'Pass', 'wear': np.float64(21.02)}]",No,,Urban Metro
